,sentence,is_realword,mix_word,mix_levenshtein_score,mix_bert_score,type,correct_word,candidate_word
21,دقه کنید که آب آش زیاد نباشد و جا برای اضافه کردن دوغ داشته باشید,True,دقت,1,0.17642800509929657,keyboard_realword_error,دقت,دقه
22,این آش بیشتر در آذربایجان عربی پخته می‌شود و جزو غذاهای اصیل و محلی این منطقه می‌باشد,True,غربی,1,0.3928057849407196,keyboard_realword_error,غربی,عربی
23,بحتر است به‌جای برنج از جو استفاده کنید چون آش شما لعاب دار می‌شود,False,بهتر,1,0.917220413684845,polymorph_nonrealword_error,بهتر,بحتر
24,پیاز را با روغن کمی تفت بدنی تا سبک شه و بعد گوشت چرخ شده رو اضافه کرد و خوب تفت بدین,True,بدین,2,0.011361846700310707,substitution_realword_error,بدین,بدنی
25,عدد پیاز با آب خیلی کم می‌گذاریم بپزد بعد انها را تکه‌تکه کرده ونار می‌گذاریم,False,کنار,1,0.08399857580661774,keyboard_nonrealword_error,کنار,ونار
26,برای مطبوع تر شدن این قضا می‌توانید از جعفری خرد شده هم استفاده کنید و آن را داخل مایه گوشتی بریزید,True,غذا,2,0.1041349470615387,homophone_realword_error,غذا,قضا
27,بهتر است صبزی خورش قورمه سبزی خیلی ریز خرد شود چون به‌این‌ترتیب خورش بهتر جا می‌افتد,False,سبزی,1,0.0006704609841108322,polymorph_nonrealword_error,سبزی,صبزی
28,شبنلیله خورش قورمه سبزی نباید زیاد باشد چون خورش تلخ می‌شود,False,شنبلیله,2,5.1770844038401265e-06,substitution_nonrealword_error,شنبلیله,شبنلیله
29,اگر سبزی قورمه سزبی درشت خرد شده باشد خورش هر چه بجوشد جا نمی‌افتد,False,سبزی,2,0.09677724540233612,substitution_nonrealword_error,سبزی,سزبی
30,نکته دیگر آنکه اگر سبزی موقع خرد کردن آب انداخت آب آن را دور نریخته و به خروش اضافه کنید,True,خورش,2,0.007133828476071358,substitution_realword_error,خورش,خروش
31,پیازها را چهار کته کرده با آب و نمک می‌پزیم,True,تکه,2,0.16067156195640564,substitution_realword_error,تکه,کته
32,پیاز را داخل حمزن ریخته یا از الک گذرانده تا صاف شود,False,همزن,1,0.0002746391110122204,polymorph_nonrealword_error,همزن,حمزن
33,در صورت تمایل سوپ را با نان تست شته تزیین می‌کنیم,True,شده,1,0.11141128838062286,keyboard_realword_error,شده,شته
34,فلفل سبز و گشنیز را به آن افزوده و به‌هم می‌زنیم تا مخژوط شود,False,مخلوط,1,0.0007544310064986348,keyboard_nonrealword_error,مخلوط,مخژوط
35,از یک چاقوی تیز استفاده کرده و ماهی را به هشت بسمت تقسیم کنید,True,قسمت,1,0.2741389870643616,keyboard_realword_error,قسمت,بسمت
36,پس از پختن ماهی را در ظرف بکشید و آن را با حلقه‌های لیمو و فلفل سبز تزیین کندی و با برنج پخته صرف کنید,True,کنید,2,0.7011057734489441,substitution_nonrealword_error,کنید,کندی
37,ماهی معمولاً با سبذی پلو در روز اول عید در ایران صرف می‌شود,False,سبزی,1,0.003935879096388817,polymorph_nonrealword_error,سبزی,سبذی
38,ساعت در یخچال قرار می‌دیم که بوی یمگو به‌خوبی گرفته بشه و مزه خوبی رو به خودش بگیره,False,میگو,2,0.00014756967721041292,substitution_nonrealword_error,میگو,یمگو
39,تخم‌مرغ و آرد سوخایر را نیز هرکدوم جدا تو کاسه‌ای بریزید,False,سوخاری,2,0.0007335906266234815,substitution_nonrealword_error,سوخاری,سوخایر
40,دقیقه تا پنیر آن آب شود سپس فر را خاموش و ظرف را پس‌از ده دقیقه از فر خارج و با همان ظرف قضا را سرو می‌نماییم,True,غذا,2,0.04270608350634575,homophone_realword_error,غذا,قضا
41,کشکی که برای تزیین روی شکک بادمجان استفاده می‌شود بهتر است با آب جوش کمی رقیق شود,True,شکم,1,0.08050122857093811,substitution_realword_error,کشک,شکک
42,قاشق غذاخوری آب مرغ را وقتی هنوز سیب‌زمینی گرم است با آن مخلوط کنید تا طعم این مواد به خـرد سیب‌زمینی برود,True,خورد,1,0.0010808627121150494,homophone_realword_error,خورد,خـرد
43,برای تهیه سالاد الویه روسی ابتدا سیب‌زمینی و هویج را پخته و سپس به قطعات کوچک مکعبی خرد می‌کنمی,True,می‌کنمی,0,1.0,substitution_nonrealword_error,می‌کنیم,می‌کنمی
44,سپس خیارشور را تا جایی که می‌توان فشار دهید تا آب آن خارج شدو,True,شود,2,0.7837272882461548,substitution_realword_error,شود,شدو
45,سپس سس مایونز را به آن اضافه کرده و تا جایی که میت‌وانید هم بزنید,False,می,7,4.801754766958766e-05,substitution_nonrealword_error,می‌توانید,میت‌وانید
46,مسایل جزئی که در انی کتابچه راهنما مورد بحث قرار خواهند گرفت,True,این,2,0.4157518744468689,substitution_realword_error,این,انی
47,اگر کنفرانس قضا را ارایه می‌کند نیاز دارد که نکات زیر را رعایت کند,True,غذا,2,0.00013579759979620576,homophone_realword_error,غذا,قضا
48,بررسی کنیم که آیا ثهری بیشترین مناسبت را با موضوع سمینار دارد یا خیر,False,ظهر,2,0.0005281903431750834,keyboard_nonrealword_error,شهری,ثهری
49,چنانچه سمینار فراخوان مقاله دارد در بروشور فراخوان مقاله باید به نکات زری توجه کرد,True,زیر,2,0.932259202003479,substitution_realword_error,زیر,زری
50,در صوتر امکان صندلی هایی که توالت ایرانی را به فرنگی تبدیل می‌کنند را در دسترس داشته باشیم,False,صورت,2,0.26693570613861084,substitution_nonrealword_error,صورت,صوتر
51,رخت آویز و مکانی بریا قرار دادن وسایل فراموش نشود,True,برای,2,0.671850860118866,substitution_realword_error,برای,بریا
52,در صورت امکان صندلی خایی که توالت ایرانی را به فرنگی تبدیل می‌کنند را در دسترس داشته باشیم,True,هایی,1,0.6889473795890808,keyboard_realword_error,هایی,خایی
53,معمولاً متناسب با اعداد شرکت‌کنندگان باید تعدادی کامپیوتر برای دسترسی به ایمیل وجود داشته باشد,True,تعداد,1,0.015585977584123611,keyboard_realword_error,تعداد,اعداد
54,در خود فرودگاه یک شعبه بانک وجود دادر که تبدیل پول انجام می‌دهد,True,دارد,2,0.975788950920105,substitution_realword_error,دارد,دادر
55,بعد از هر شیفت کاری یا بعد از برگزاری کنفرانس هدیه‌ی کوچیک به رسم یادبود به داوطلبان داده شود,True,کوچکی,2,0.005832307506352663,substitution_realword_error,کوچکی,کوچیک
56,میکروفون برای سخنران که باید از نوعی لاشد که قابل وصل به یقه‌ی لباس باشد,True,باشد,1,0.7336350679397583,keyboard_realword_error,باشد,لاشد
57,درصورتی‌که کارت گذر در کیف کوچکی قرار داده شود می‌توان نقشه محل برگزاری کنفرانس و برنامه کنفرانس را نیز در داخل کیف رقار داد,False,قرار,2,0.9850012063980103,substitution_nonrealword_error,قرار,رقار
58,بهتر است خرید خود را هفتگی و از فروشگاه‌های بزرگ انجام دهید چرا که قیمت بسیار پایین‌طری دارند,False,پایین,4,0.0136038763448596,polymorph_nonrealword_error,پایین‌تری,پایین‌طری
59,درج مک‌شود که می‌توانید آن‌ها را آنلاین نیز بررسی کنید,False,می,5,6.215667963260785e-05,keyboard_nonrealword_error,می‌شود,مک‌شود
60,دلار کارمزد می‌گیرد و از این بابت بانک خوبی برای دانشجویان نیتس,True,نیست,2,0.02538219280540943,substitution_realword_error,نیست,نیتس
61,امکان داشتن حساب به عرض دلار امریکا را می‌دهند پس اگر دلار همراه خود دارید و تمایلی به نقد کردن آن درحال‌حاضر ندارید می‌توانید از این سرویس استفاده کنید,True,ارز,2,0.0002223204937763512,homophone_realword_error,ارز,عرض
62,اعتبار پاده می‌شود که شما می‌توانید در طول زمان با خوش‌حساب بودن تقاضای افزایش اعتبار و یا تغییر نوع کارت کنید,True,داده,1,0.02001767046749592,keyboard_realword_error,داده,پاده
63,را می‌توانید در یکی از ایم دو سال منظور کنید,True,این,1,0.6434891223907471,keyboard_realword_error,این,ایم
64,نپتون نخست با محاسبات ریازی کشف و سپس با رصد عملی دیده شد,False,ریاضی,1,0.02279367484152317,polymorph_nonrealword_error,ریاضی,ریازی
65,سیر و بادمجان و گل کلم و موسیر را با هم چرخ یم‌کنیم,False,می,5,4.451951463124715e-05,substitution_nonrealword_error,می‌کنیم,یم‌کنیم
66,این اولین فضاپیمایی است که در مدار زهل قرار گرفته و چهارمین فضاپیمایی که زحل را ملاقات کرده‌است,False,زحل,1,0.23522508144378662,polymorph_nonrealword_error,زحل,زهل
67,در آخر هم بگذارید روی دستمال آشپزخانه که رشغنش برود,False,روغن,2,9.044370926858392e-06,keyboard_nonrealword_error,روغنش,رشغنش
68,در آخر هم گوجه‌فرنگی را حلقه حلقه کدره و در روغن سرخ می‌کنیم و همراه کتلت سرو می‌کنیم,False,کرده,2,0.6297690272331238,substitution_nonrealword_error,کرده,کدره
69,سپس پوستش را کنده در آب خالص یک جوش داده قدری جوهر لیمغ در آن ریخته و در شکر قوام آمده بپزید,False,لیمو,1,0.00016912991122808307,keyboard_nonrealword_error,لیمو,لیمغ
70,پیاز را خرد کرده و در روغن چرخ بدهید تا طلایی سود زردچوبه را اضافه کنید,True,شود,1,0.14417260885238647,keyboard_realword_error,شود,سود
71,بار در ایستگاه‌های رجدیویی و چندین‌بار در روزنامه‌های هلندی پخش و نشر گردیده است,False,رادیویی,1,0.013417981564998627,keyboard_nonrealword_error,رادیویی,رجدیویی
72,این گزارش چند روز گذشته از تلویزیون سراسری هلند پخش شد و هنوز زمام پایان این موج تبلیغاتی در رسانه‌های هلند مشخص نیست و می‌تواند هفته‌ها و ماه‌ها ادامه یابد,True,زمان,1,0.17326641082763672,keyboard_realword_error,زمان,زمام
73,پروژه‌های با تعداد آرای بیش‌از سه رأی به‌صورت خودکار برای فصل آتی پیشنهاد می‌ذردند,False,می,6,0.00030532063101418316,keyboard_nonrealword_error,می‌گردند,می‌ذردند
74,عدد تخم‌مرغ می‌شکنیم و کمی هم می‌زنیم سپس به مواد داخل قابلمه اضافه می‌کنیم تا آامده شود,False,آ,4,8.00229736341862e-06,substitution_nonrealword_error,آماده,آامده
75,باید توجه داشت که اگر آرد این خوراک خنب پخته نشود باعث دل درد می‌شود,True,خوب,1,0.1914222687482834,keyboard_realword_error,خوب,خنب
76,کمی زعفران و کره صیز می‌توانند به داشتن رنگ‌وبوی بهتر کمک کنند,False,نیز,1,0.02838902920484543,keyboard_nonrealword_error,نیز,صیز
77,در ویکی دانشگاه آزمایشی به‌جای ویکی های آضمایشی جستارهای چند زبانه دربردارنده‌ی جستارهای فارسی متمرکز شده‌اند,False,آ,6,0.0009073000983335078,polymorph_nonrealword_error,آزمایشی,آضمایشی
78,با توجه به شکل بالا اکنون مفهوم آهنگ تشعشع گسیل شده را بر حسب شدت طیفی طشعشع گسیل شده بیان می‌کنیم,False,تشعشع,1,0.7902607917785645,polymorph_nonrealword_error,تشعشع,طشعشع
79,اگر برای یک جسم خاصیت پخشی در نظر گرفته شود برای آن روابط به‌صورت زیر ثاده می‌شود,False,یاد,2,0.003028166713193059,keyboard_nonrealword_error,ساده,ثاده
80,این شار شامل قسمت بازتاب شدح شار تشعشع فرودی و شار تشعشع گسیل شده از سطح است,False,شده,1,0.0170509684830904,polymorph_nonrealword_error,شده,شدح
81,طیف تابش جسم سیاه مستقل از ماده‌ای تست که تابش کننده از آن ساخته‌شده است,True,است,1,0.9838681221008301,keyboard_realword_error,است,تست
82,با استفاده از این قانون می‌توان مقدار تشعشع گسیل شده در تمتم جهات و در تمام طول موج‌ها را فقط با استفاده از دمای جسم سیاه محاسبه کرد,True,تمام,1,0.759110689163208,keyboard_realword_error,تمام,تمتم
83,نشان می‌دهند نبود متغیرهای جهتی در پرانتز مخرج در معادله بالا می‌رساند که شدت مستقل از جهت است و لین,True,این,1,0.006297246087342501,keyboard_realword_error,این,لین
84,یعنی ضریب صدور کلی نیمکره‌ای سطح برهبر ضریب جذب کلی نیمکره‌ای آن است,False,برابر,1,0.00042935379315167665,keyboard_nonrealword_error,برابر,برهبر
85,در صورت برقرار بودن هر کهام از شرایط زیر صادق است,False,کدام,1,0.074286088347435,keyboard_nonrealword_error,کدام,کهام
86,با استفاده از معادله انرژی در ابتدای حل مسئله می‌توان دمای آطح را به‌صورت زیر محاسبه کرد,False,سطح,1,0.0004803695483133197,keyboard_nonrealword_error,سطح,آطح
87,ضریب دید مثلث قائمی که دو ضلع زاویه قائم برابرند را بدست آوژید,False,آ,4,0.09904735535383224,keyboard_nonrealword_error,آورید,آوژید
88,پس‌از آن یک قاشق آرد را و در آخر هم گردوهای خـرد شده را داخل این مواد ریخته و به‌هم بزنید,True,خورد,1,0.01832173578441143,homophone_realword_error,خورد,خـرد
89,برای تهیه این غزا به سبک جنوبی می‌توانید برای مزه دار کردن ماهی از تمر هندی استفاده کنید,True,غذا,1,0.27608785033226013,homophone_realword_error,غذا,غزا
90,از دانش‌آموزان خواسته می‌شود تا بر اثاث شواهد موجود در اتفاقات گذشته بحث نمایند و بدین وسیله ترغیب می‌شوند که دامنه وسیعی از شرایط تاریخی را آنالیز نمایند,True,اساس,2,0.29502081871032715,homophone_realword_error,اساس,اثاث
91,در واقع سیستم باید به بازسازی بسته به‌عنوان نقطه ورود بپردازد و اصطلاحات باید بر اثاث اهداف کاربر منعکس شوند,True,اساس,2,0.7045350074768066,homophone_realword_error,اساس,اثاث
92,امکان بازاریابی وسیع‌تر بر اثاث امکان مبادله اطلاعاتی سریع با بازارهای جهانی در سطحی کاراتر,True,اساس,2,0.3471708297729492,homophone_realword_error,اساس,اثاث
93,کاهش هزینه‌های مبادلاتی بر اثاث حذف بسیاری از واسطه‌های تجاری و صرفه‌جویی در زمان مبادلات,True,اساس,2,0.2964993119239807,homophone_realword_error,اساس,اثاث
94,امکان استفاده بهتر از مقیاس تولید بالا برای کاهش سرانه هزینه‌های سربار و هزینه‌های ثابت بر اثاث تقاضای بالا برای کالا و خدمات تولیدی,True,اساس,2,0.6485776901245117,homophone_realword_error,اساس,اثاث
95,به کمک نرم‌افزار تخمین ریسک که معمولاً بر اثاث چک لیست ها کار می‌کند,True,اساس,2,0.03532842919230461,homophone_realword_error,اساس,اثاث
96,ایجاد مداخلات جدید و بهتر بر اثاث این نتایج با تمرکز بر مناسب سازی این مداخلات با نیازهای خاص کاربران,True,اساس,2,0.788149356842041,homophone_realword_error,اساس,اثاث
97,کودک نشان می‌دهد که استفاده از سرگرمی‌های فناوری اطلاعات می‌تواند عادات و نحوه درست غزا خوردن را به کودکان بیاموزد,True,غذا,1,0.7622064352035522,homophone_realword_error,غذا,غزا
98,بر اثاث تحقیقات فوق و مدل‌های ارائه‌شده سیستم‌های کسب‌وکاری مانند به شرح زیر پیاده‌سازی شدند,True,اساس,2,0.8761958479881287,homophone_realword_error,اساس,اثاث
99,در مورد سادگی روش مشکل این است که محققان معمولاً بر اثاث الگوهای نژادپرستانه و تنها یک بازه زمانی بررسی را انجام داده‌اند,True,اساس,2,0.2307695895433426,homophone_realword_error,اساس,اثاث
