,sentence,is_realword,mix_word,mix_levenshtein_score,mix_bert_score,type,correct_word,candidate_word
44,سپس خیارشور را تا جایی که می‌توان فشار دهید تا آب آن خارج شدو,True,شود,2,0.9579734206199646,substitution_realword_error,شود,شدو
45,سپس سس مایونز را به آن اضافه کرده و تا جایی که میت‌وانید هم بزنید,False,میتوانید,1,0.9488703608512878,substitution_nonrealword_error,می‌توانید,میت‌وانید
46,مسایل جزئی که در انی کتابچه راهنما مورد بحث قرار خواهند گرفت,True,این,2,0.5629199147224426,substitution_realword_error,این,انی
47,اگر کنفرانس قضا را ارایه می‌کند نیاز دارد که نکات زیر را رعایت کند,True,قضا,0,1.0,homophone_realword_error,غذا,قضا
48,بررسی کنیم که آیا ثهری بیشترین مناسبت را با موضوع سمینار دارد یا خیر,False,ظهر,2,6.743273115716875e-05,keyboard_nonrealword_error,شهری,ثهری
49,چنانچه سمینار فراخوان مقاله دارد در بروشور فراخوان مقاله باید به نکات زری توجه کرد,True,زیر,2,0.9248546957969666,substitution_realword_error,زیر,زری
50,در صوتر امکان صندلی هایی که توالت ایرانی را به فرنگی تبدیل می‌کنند را در دسترس داشته باشیم,False,صورت,2,0.8432236313819885,substitution_nonrealword_error,صورت,صوتر
51,رخت آویز و مکانی بریا قرار دادن وسایل فراموش نشود,True,برای,2,0.9782393574714661,substitution_realword_error,برای,بریا
52,در صورت امکان صندلی خایی که توالت ایرانی را به فرنگی تبدیل می‌کنند را در دسترس داشته باشیم,True,هایی,1,0.861218273639679,keyboard_realword_error,هایی,خایی
53,معمولاً متناسب با اعداد شرکت‌کنندگان باید تعدادی کامپیوتر برای دسترسی به ایمیل وجود داشته باشد,True,تعداد,1,0.5047292113304138,keyboard_realword_error,تعداد,اعداد
54,در خود فرودگاه یک شعبه بانک وجود دادر که تبدیل پول انجام می‌دهد,True,دارد,2,0.9763590097427368,substitution_realword_error,دارد,دادر
55,بعد از هر شیفت کاری یا بعد از برگزاری کنفرانس هدیه‌ی کوچیک به رسم یادبود به داوطلبان داده شود,True,کوچکی,2,0.007523474749177694,substitution_realword_error,کوچکی,کوچیک
56,میکروفون برای سخنران که باید از نوعی لاشد که قابل وصل به یقه‌ی لباس باشد,True,باشد,1,0.9373299479484558,keyboard_realword_error,باشد,لاشد
57,درصورتی‌که کارت گذر در کیف کوچکی قرار داده شود می‌توان نقشه محل برگزاری کنفرانس و برنامه کنفرانس را نیز در داخل کیف رقار داد,False,قرار,2,0.9336267113685608,substitution_nonrealword_error,قرار,رقار
58,بهتر است خرید خود را هفتگی و از فروشگاه‌های بزرگ انجام دهید چرا که قیمت بسیار پایین‌طری دارند,False,پایینتری,2,0.01862099952995777,polymorph_nonrealword_error,پایین‌تری,پایین‌طری
59,درج مک‌شود که می‌توانید آن‌ها را آنلاین نیز بررسی کنید,False,میشود,2,0.016826452687382698,keyboard_nonrealword_error,می‌شود,مک‌شود
60,دلار کارمزد می‌گیرد و از این بابت بانک خوبی برای دانشجویان نیتس,True,نیست,2,0.01537998579442501,substitution_realword_error,نیست,نیتس
61,امکان داشتن حساب به عرض دلار امریکا را می‌دهند پس اگر دلار همراه خود دارید و تمایلی به نقد کردن آن درحال‌حاضر ندارید می‌توانید از این سرویس استفاده کنید,True,ارز,2,0.001777911209501326,homophone_realword_error,ارز,عرض
62,اعتبار پاده می‌شود که شما می‌توانید در طول زمان با خوش‌حساب بودن تقاضای افزایش اعتبار و یا تغییر نوع کارت کنید,True,داده,1,0.004637604113668203,keyboard_realword_error,داده,پاده
63,را می‌توانید در یکی از ایم دو سال منظور کنید,True,این,1,0.6300356388092041,keyboard_realword_error,این,ایم
64,نپتون نخست با محاسبات ریازی کشف و سپس با رصد عملی دیده شد,False,ریاضی,1,0.07188879698514938,polymorph_nonrealword_error,ریاضی,ریازی
65,سیر و بادمجان و گل کلم و موسیر را با هم چرخ یم‌کنیم,False,میکنیم,2,0.019073279574513435,substitution_nonrealword_error,می‌کنیم,یم‌کنیم
66,این اولین فضاپیمایی است که در مدار زهل قرار گرفته و چهارمین فضاپیمایی که زحل را ملاقات کرده‌است,False,زحل,1,0.44478651881217957,polymorph_nonrealword_error,زحل,زهل
67,در آخر هم بگذارید روی دستمال آشپزخانه که رشغنش برود,False,روغن,2,1.3335119547264185e-05,keyboard_nonrealword_error,روغنش,رشغنش
68,در آخر هم گوجه‌فرنگی را حلقه حلقه کدره و در روغن سرخ می‌کنیم و همراه کتلت سرو می‌کنیم,False,کرده,2,0.5007355213165283,substitution_nonrealword_error,کرده,کدره
69,سپس پوستش را کنده در آب خالص یک جوش داده قدری جوهر لیمغ در آن ریخته و در شکر قوام آمده بپزید,False,لیمو,1,0.003119089873507619,keyboard_nonrealword_error,لیمو,لیمغ
70,پیاز را خرد کرده و در روغن چرخ بدهید تا طلایی سود زردچوبه را اضافه کنید,True,شود,1,0.8702739477157593,keyboard_realword_error,شود,سود
71,بار در ایستگاه‌های رجدیویی و چندین‌بار در روزنامه‌های هلندی پخش و نشر گردیده است,False,رادیویی,1,0.21229049563407898,keyboard_nonrealword_error,رادیویی,رجدیویی
72,این گزارش چند روز گذشته از تلویزیون سراسری هلند پخش شد و هنوز زمام پایان این موج تبلیغاتی در رسانه‌های هلند مشخص نیست و می‌تواند هفته‌ها و ماه‌ها ادامه یابد,True,زمان,1,0.4559919238090515,keyboard_realword_error,زمان,زمام
73,پروژه‌های با تعداد آرای بیش‌از سه رأی به‌صورت خودکار برای فصل آتی پیشنهاد می‌ذردند,False,میگردند,2,0.009005558677017689,keyboard_nonrealword_error,می‌گردند,می‌ذردند
74,عدد تخم‌مرغ می‌شکنیم و کمی هم می‌زنیم سپس به مواد داخل قابلمه اضافه می‌کنیم تا آامده شود,False,اماده,2,0.024774696677923203,substitution_nonrealword_error,آماده,آامده
75,باید توجه داشت که اگر آرد این خوراک خنب پخته نشود باعث دل درد می‌شود,True,خوب,1,0.14557437598705292,keyboard_realword_error,خوب,خنب
76,کمی زعفران و کره صیز می‌توانند به داشتن رنگ‌وبوی بهتر کمک کنند,False,نیز,1,0.5635815858840942,keyboard_nonrealword_error,نیز,صیز
77,در ویکی دانشگاه آزمایشی به‌جای ویکی های آضمایشی جستارهای چند زبانه دربردارنده‌ی جستارهای فارسی متمرکز شده‌اند,False,ازمایشی,2,0.0023554961662739515,polymorph_nonrealword_error,آزمایشی,آضمایشی
78,با توجه به شکل بالا اکنون مفهوم آهنگ تشعشع گسیل شده را بر حسب شدت طیفی طشعشع گسیل شده بیان می‌کنیم,False,تشعشع,1,0.6099662184715271,polymorph_nonrealword_error,تشعشع,طشعشع
79,اگر برای یک جسم خاصیت پخشی در نظر گرفته شود برای آن روابط به‌صورت زیر ثاده می‌شود,False,داده,1,0.0004096905468031764,keyboard_nonrealword_error,ساده,ثاده
80,این شار شامل قسمت بازتاب شدح شار تشعشع فرودی و شار تشعشع گسیل شده از سطح است,False,شده,1,0.012873992323875427,polymorph_nonrealword_error,شده,شدح
81,طیف تابش جسم سیاه مستقل از ماده‌ای تست که تابش کننده از آن ساخته‌شده است,True,است,1,0.9841698408126831,keyboard_realword_error,است,تست
82,با استفاده از این قانون می‌توان مقدار تشعشع گسیل شده در تمتم جهات و در تمام طول موج‌ها را فقط با استفاده از دمای جسم سیاه محاسبه کرد,True,تمام,1,0.8637076020240784,keyboard_realword_error,تمام,تمتم
83,نشان می‌دهند نبود متغیرهای جهتی در پرانتز مخرج در معادله بالا می‌رساند که شدت مستقل از جهت است و لین,True,لین,0,1.0,keyboard_realword_error,این,لین
84,یعنی ضریب صدور کلی نیمکره‌ای سطح برهبر ضریب جذب کلی نیمکره‌ای آن است,False,برابر,1,0.039911847561597824,keyboard_nonrealword_error,برابر,برهبر
85,در صورت برقرار بودن هر کهام از شرایط زیر صادق است,False,کدام,1,0.08709496259689331,keyboard_nonrealword_error,کدام,کهام
86,با استفاده از معادله انرژی در ابتدای حل مسئله می‌توان دمای آطح را به‌صورت زیر محاسبه کرد,False,سطح,1,0.003419308690354228,keyboard_nonrealword_error,سطح,آطح
87,ضریب دید مثلث قائمی که دو ضلع زاویه قائم برابرند را بدست آوژید,False,اورید,2,0.6792818903923035,keyboard_nonrealword_error,آورید,آوژید
88,پس‌از آن یک قاشق آرد را و در آخر هم گردوهای خـرد شده را داخل این مواد ریخته و به‌هم بزنید,True,خورد,1,0.01841072551906109,homophone_realword_error,خورد,خـرد
89,برای تهیه این غزا به سبک جنوبی می‌توانید برای مزه دار کردن ماهی از تمر هندی استفاده کنید,True,غذا,1,0.5822596549987793,homophone_realword_error,غذا,غزا
90,از دانش‌آموزان خواسته می‌شود تا بر اثاث شواهد موجود در اتفاقات گذشته بحث نمایند و بدین وسیله ترغیب می‌شوند که دامنه وسیعی از شرایط تاریخی را آنالیز نمایند,True,اساس,2,0.22795988619327545,homophone_realword_error,اساس,اثاث
91,در واقع سیستم باید به بازسازی بسته به‌عنوان نقطه ورود بپردازد و اصطلاحات باید بر اثاث اهداف کاربر منعکس شوند,True,اساس,2,0.8232619762420654,homophone_realword_error,اساس,اثاث
92,امکان بازاریابی وسیع‌تر بر اثاث امکان مبادله اطلاعاتی سریع با بازارهای جهانی در سطحی کاراتر,True,اساس,2,0.5356442928314209,homophone_realword_error,اساس,اثاث
93,کاهش هزینه‌های مبادلاتی بر اثاث حذف بسیاری از واسطه‌های تجاری و صرفه‌جویی در زمان مبادلات,True,اساس,2,0.7318286895751953,homophone_realword_error,اساس,اثاث
94,امکان استفاده بهتر از مقیاس تولید بالا برای کاهش سرانه هزینه‌های سربار و هزینه‌های ثابت بر اثاث تقاضای بالا برای کالا و خدمات تولیدی,True,اساس,2,0.754306972026825,homophone_realword_error,اساس,اثاث
95,به کمک نرم‌افزار تخمین ریسک که معمولاً بر اثاث چک لیست ها کار می‌کند,True,اساس,2,0.15701641142368317,homophone_realword_error,اساس,اثاث
96,ایجاد مداخلات جدید و بهتر بر اثاث این نتایج با تمرکز بر مناسب سازی این مداخلات با نیازهای خاص کاربران,True,اساس,2,0.29015982151031494,homophone_realword_error,اساس,اثاث
97,کودک نشان می‌دهد که استفاده از سرگرمی‌های فناوری اطلاعات می‌تواند عادات و نحوه درست غزا خوردن را به کودکان بیاموزد,True,غذا,1,0.985988199710846,homophone_realword_error,غذا,غزا
98,بر اثاث تحقیقات فوق و مدل‌های ارائه‌شده سیستم‌های کسب‌وکاری مانند به شرح زیر پیاده‌سازی شدند,True,اساس,2,0.7430276274681091,homophone_realword_error,اساس,اثاث
99,در مورد سادگی روش مشکل این است که محققان معمولاً بر اثاث الگوهای نژادپرستانه و تنها یک بازه زمانی بررسی را انجام داده‌اند,True,اساس,2,0.5541260838508606,homophone_realword_error,اساس,اثاث
