,sentence,is_realword,mix_word,mix_levenshtein_score,mix_bert_score,type,correct_word,candidate_word
30,نکته دیگر آنکه اگر سبزی موقع خرد کردن آب انداخت آب آن را دور نریخته و به خروش اضافه کنید,True,خورش,2,0.0034501797053962946,substitution_realword_error,خورش,خروش
31,پیازها را چهار کته کرده با آب و نمک می‌پزیم,True,تکه,2,0.44893205165863037,substitution_realword_error,تکه,کته
32,پیاز را داخل حمزن ریخته یا از الک گذرانده تا صاف شود,False,همزن,1,0.004782312549650669,polymorph_nonrealword_error,همزن,حمزن
33,در صورت تمایل سوپ را با نان تست شته تزیین می‌کنیم,True,شده,1,0.022040758281946182,keyboard_realword_error,شده,شته
34,فلفل سبز و گشنیز را به آن افزوده و به‌هم می‌زنیم تا مخژوط شود,False,مخلوط,1,0.008080428466200829,keyboard_nonrealword_error,مخلوط,مخژوط
35,از یک چاقوی تیز استفاده کرده و ماهی را به هشت بسمت تقسیم کنید,True,قسمت,1,0.5635719299316406,keyboard_realword_error,قسمت,بسمت
36,پس از پختن ماهی را در ظرف بکشید و آن را با حلقه‌های لیمو و فلفل سبز تزیین کندی و با برنج پخته صرف کنید,True,کنید,2,0.7894870638847351,substitution_nonrealword_error,کنید,کندی
37,ماهی معمولاً با سبذی پلو در روز اول عید در ایران صرف می‌شود,False,سبزی,1,0.056136392056941986,polymorph_nonrealword_error,سبزی,سبذی
38,ساعت در یخچال قرار می‌دیم که بوی یمگو به‌خوبی گرفته بشه و مزه خوبی رو به خودش بگیره,False,میگو,2,0.0002861263637896627,substitution_nonrealword_error,میگو,یمگو
39,تخم‌مرغ و آرد سوخایر را نیز هرکدوم جدا تو کاسه‌ای بریزید,False,سوخاری,2,0.026624562218785286,substitution_nonrealword_error,سوخاری,سوخایر
40,دقیقه تا پنیر آن آب شود سپس فر را خاموش و ظرف را پس‌از ده دقیقه از فر خارج و با همان ظرف قضا را سرو می‌نماییم,True,غذا,2,0.3139369785785675,homophone_realword_error,غذا,قضا
41,کشکی که برای تزیین روی شکک بادمجان استفاده می‌شود بهتر است با آب جوش کمی رقیق شود,True,کشک,2,0.026184367015957832,substitution_realword_error,کشک,شکک
42,قاشق غذاخوری آب مرغ را وقتی هنوز سیب‌زمینی گرم است با آن مخلوط کنید تا طعم این مواد به خـرد سیب‌زمینی برود,True,خورد,1,0.0950770154595375,homophone_realword_error,خورد,خـرد
43,برای تهیه سالاد الویه روسی ابتدا سیب‌زمینی و هویج را پخته و سپس به قطعات کوچک مکعبی خرد می‌کنمی,True,میکنم,2,2.6194750262220623e-06,substitution_nonrealword_error,می‌کنیم,می‌کنمی
44,سپس خیارشور را تا جایی که می‌توان فشار دهید تا آب آن خارج شدو,True,شود,2,0.9549582004547119,substitution_realword_error,شود,شدو
45,سپس سس مایونز را به آن اضافه کرده و تا جایی که میت‌وانید هم بزنید,False,میتوانید,1,0.9528706073760986,substitution_nonrealword_error,می‌توانید,میت‌وانید
46,مسایل جزئی که در انی کتابچه راهنما مورد بحث قرار خواهند گرفت,True,این,2,0.5474839806556702,substitution_realword_error,این,انی
47,اگر کنفرانس قضا را ارایه می‌کند نیاز دارد که نکات زیر را رعایت کند,True,فضا,1,6.038137598807225e-06,homophone_realword_error,غذا,قضا
48,بررسی کنیم که آیا ثهری بیشترین مناسبت را با موضوع سمینار دارد یا خیر,False,ظهر,2,2.943876461358741e-05,keyboard_nonrealword_error,شهری,ثهری
49,چنانچه سمینار فراخوان مقاله دارد در بروشور فراخوان مقاله باید به نکات زری توجه کرد,True,زیر,2,0.8955455422401428,substitution_realword_error,زیر,زری
50,در صوتر امکان صندلی هایی که توالت ایرانی را به فرنگی تبدیل می‌کنند را در دسترس داشته باشیم,False,صورت,2,0.15390338003635406,substitution_nonrealword_error,صورت,صوتر
51,رخت آویز و مکانی بریا قرار دادن وسایل فراموش نشود,True,برای,2,0.9828903079032898,substitution_realword_error,برای,بریا
52,در صورت امکان صندلی خایی که توالت ایرانی را به فرنگی تبدیل می‌کنند را در دسترس داشته باشیم,True,هایی,1,0.9581016302108765,keyboard_realword_error,هایی,خایی
53,معمولاً متناسب با اعداد شرکت‌کنندگان باید تعدادی کامپیوتر برای دسترسی به ایمیل وجود داشته باشد,True,تعداد,1,0.40316513180732727,keyboard_realword_error,تعداد,اعداد
54,در خود فرودگاه یک شعبه بانک وجود دادر که تبدیل پول انجام می‌دهد,True,دارد,2,0.9908134341239929,substitution_realword_error,دارد,دادر
55,بعد از هر شیفت کاری یا بعد از برگزاری کنفرانس هدیه‌ی کوچیک به رسم یادبود به داوطلبان داده شود,True,کوچکی,2,0.0020356045570224524,substitution_realword_error,کوچکی,کوچیک
56,میکروفون برای سخنران که باید از نوعی لاشد که قابل وصل به یقه‌ی لباس باشد,True,باشد,1,0.9574097394943237,keyboard_realword_error,باشد,لاشد
57,درصورتی‌که کارت گذر در کیف کوچکی قرار داده شود می‌توان نقشه محل برگزاری کنفرانس و برنامه کنفرانس را نیز در داخل کیف رقار داد,False,قرار,2,0.9583950042724609,substitution_nonrealword_error,قرار,رقار
58,بهتر است خرید خود را هفتگی و از فروشگاه‌های بزرگ انجام دهید چرا که قیمت بسیار پایین‌طری دارند,False,پایینتری,2,0.022416772320866585,polymorph_nonrealword_error,پایین‌تری,پایین‌طری
59,درج مک‌شود که می‌توانید آن‌ها را آنلاین نیز بررسی کنید,False,میشود,2,0.002038433216512203,keyboard_nonrealword_error,می‌شود,مک‌شود
60,دلار کارمزد می‌گیرد و از این بابت بانک خوبی برای دانشجویان نیتس,True,نیست,2,0.00011871542665176094,substitution_realword_error,نیست,نیتس
61,امکان داشتن حساب به عرض دلار امریکا را می‌دهند پس اگر دلار همراه خود دارید و تمایلی به نقد کردن آن درحال‌حاضر ندارید می‌توانید از این سرویس استفاده کنید,True,ارز,2,0.00023945575230754912,homophone_realword_error,ارز,عرض
62,اعتبار پاده می‌شود که شما می‌توانید در طول زمان با خوش‌حساب بودن تقاضای افزایش اعتبار و یا تغییر نوع کارت کنید,True,داده,1,0.009329336695373058,keyboard_realword_error,داده,پاده
63,را می‌توانید در یکی از ایم دو سال منظور کنید,True,این,1,0.33235445618629456,keyboard_realword_error,این,ایم
64,نپتون نخست با محاسبات ریازی کشف و سپس با رصد عملی دیده شد,False,ریاضی,1,0.10075151175260544,polymorph_nonrealword_error,ریاضی,ریازی
65,سیر و بادمجان و گل کلم و موسیر را با هم چرخ یم‌کنیم,False,میکنیم,2,0.020440496504306793,substitution_nonrealword_error,می‌کنیم,یم‌کنیم
66,این اولین فضاپیمایی است که در مدار زهل قرار گرفته و چهارمین فضاپیمایی که زحل را ملاقات کرده‌است,False,زحل,1,0.22779682278633118,polymorph_nonrealword_error,زحل,زهل
67,در آخر هم بگذارید روی دستمال آشپزخانه که رشغنش برود,False,روغن,2,8.753050497034565e-05,keyboard_nonrealword_error,روغنش,رشغنش
68,در آخر هم گوجه‌فرنگی را حلقه حلقه کدره و در روغن سرخ می‌کنیم و همراه کتلت سرو می‌کنیم,False,کرده,2,0.6722717881202698,substitution_nonrealword_error,کرده,کدره
69,سپس پوستش را کنده در آب خالص یک جوش داده قدری جوهر لیمغ در آن ریخته و در شکر قوام آمده بپزید,False,لیمو,1,0.027419228106737137,keyboard_nonrealword_error,لیمو,لیمغ
70,پیاز را خرد کرده و در روغن چرخ بدهید تا طلایی سود زردچوبه را اضافه کنید,True,شود,1,0.8299728035926819,keyboard_realword_error,شود,سود
71,بار در ایستگاه‌های رجدیویی و چندین‌بار در روزنامه‌های هلندی پخش و نشر گردیده است,False,رادیویی,1,0.5624860525131226,keyboard_nonrealword_error,رادیویی,رجدیویی
72,این گزارش چند روز گذشته از تلویزیون سراسری هلند پخش شد و هنوز زمام پایان این موج تبلیغاتی در رسانه‌های هلند مشخص نیست و می‌تواند هفته‌ها و ماه‌ها ادامه یابد,True,زمان,1,0.6938028335571289,keyboard_realword_error,زمان,زمام
73,پروژه‌های با تعداد آرای بیش‌از سه رأی به‌صورت خودکار برای فصل آتی پیشنهاد می‌ذردند,False,میگردند,2,0.004931193310767412,keyboard_nonrealword_error,می‌گردند,می‌ذردند
74,عدد تخم‌مرغ می‌شکنیم و کمی هم می‌زنیم سپس به مواد داخل قابلمه اضافه می‌کنیم تا آامده شود,False,اماده,2,0.016324378550052643,substitution_nonrealword_error,آماده,آامده
75,باید توجه داشت که اگر آرد این خوراک خنب پخته نشود باعث دل درد می‌شود,True,خوب,1,0.19963213801383972,keyboard_realword_error,خوب,خنب
76,کمی زعفران و کره صیز می‌توانند به داشتن رنگ‌وبوی بهتر کمک کنند,False,نیز,1,0.5043623447418213,keyboard_nonrealword_error,نیز,صیز
77,در ویکی دانشگاه آزمایشی به‌جای ویکی های آضمایشی جستارهای چند زبانه دربردارنده‌ی جستارهای فارسی متمرکز شده‌اند,False,ازمایشی,2,0.006786921061575413,polymorph_nonrealword_error,آزمایشی,آضمایشی
78,با توجه به شکل بالا اکنون مفهوم آهنگ تشعشع گسیل شده را بر حسب شدت طیفی طشعشع گسیل شده بیان می‌کنیم,False,تشعشع,1,0.5344822406768799,polymorph_nonrealword_error,تشعشع,طشعشع
79,اگر برای یک جسم خاصیت پخشی در نظر گرفته شود برای آن روابط به‌صورت زیر ثاده می‌شود,False,داده,1,0.0012465472100302577,keyboard_nonrealword_error,ساده,ثاده
80,این شار شامل قسمت بازتاب شدح شار تشعشع فرودی و شار تشعشع گسیل شده از سطح است,False,شده,1,0.012594141997396946,polymorph_nonrealword_error,شده,شدح
81,طیف تابش جسم سیاه مستقل از ماده‌ای تست که تابش کننده از آن ساخته‌شده است,True,است,1,0.9924697279930115,keyboard_realword_error,است,تست
82,با استفاده از این قانون می‌توان مقدار تشعشع گسیل شده در تمتم جهات و در تمام طول موج‌ها را فقط با استفاده از دمای جسم سیاه محاسبه کرد,True,تمام,1,0.7925205230712891,keyboard_realword_error,تمام,تمتم
83,نشان می‌دهند نبود متغیرهای جهتی در پرانتز مخرج در معادله بالا می‌رساند که شدت مستقل از جهت است و لین,True,این,1,0.0013401766773313284,keyboard_realword_error,این,لین
84,یعنی ضریب صدور کلی نیمکره‌ای سطح برهبر ضریب جذب کلی نیمکره‌ای آن است,False,برابر,1,0.008986450731754303,keyboard_nonrealword_error,برابر,برهبر
85,در صورت برقرار بودن هر کهام از شرایط زیر صادق است,False,کدام,1,0.12168903648853302,keyboard_nonrealword_error,کدام,کهام
86,با استفاده از معادله انرژی در ابتدای حل مسئله می‌توان دمای آطح را به‌صورت زیر محاسبه کرد,False,سطح,1,0.004585723392665386,keyboard_nonrealword_error,سطح,آطح
87,ضریب دید مثلث قائمی که دو ضلع زاویه قائم برابرند را بدست آوژید,False,اورید,2,0.2675850987434387,keyboard_nonrealword_error,آورید,آوژید
88,پس‌از آن یک قاشق آرد را و در آخر هم گردوهای خـرد شده را داخل این مواد ریخته و به‌هم بزنید,True,خورد,1,0.026722844690084457,homophone_realword_error,خورد,خـرد
89,برای تهیه این غزا به سبک جنوبی می‌توانید برای مزه دار کردن ماهی از تمر هندی استفاده کنید,True,غذا,1,0.4894671142101288,homophone_realword_error,غذا,غزا
90,از دانش‌آموزان خواسته می‌شود تا بر اثاث شواهد موجود در اتفاقات گذشته بحث نمایند و بدین وسیله ترغیب می‌شوند که دامنه وسیعی از شرایط تاریخی را آنالیز نمایند,True,اساس,2,0.19167624413967133,homophone_realword_error,اساس,اثاث
91,در واقع سیستم باید به بازسازی بسته به‌عنوان نقطه ورود بپردازد و اصطلاحات باید بر اثاث اهداف کاربر منعکس شوند,True,اساس,2,0.7489089965820312,homophone_realword_error,اساس,اثاث
92,امکان بازاریابی وسیع‌تر بر اثاث امکان مبادله اطلاعاتی سریع با بازارهای جهانی در سطحی کاراتر,True,اساس,2,0.3368545174598694,homophone_realword_error,اساس,اثاث
93,کاهش هزینه‌های مبادلاتی بر اثاث حذف بسیاری از واسطه‌های تجاری و صرفه‌جویی در زمان مبادلات,True,اساس,2,0.5598244071006775,homophone_realword_error,اساس,اثاث
94,امکان استفاده بهتر از مقیاس تولید بالا برای کاهش سرانه هزینه‌های سربار و هزینه‌های ثابت بر اثاث تقاضای بالا برای کالا و خدمات تولیدی,True,اساس,2,0.762559175491333,homophone_realword_error,اساس,اثاث
95,به کمک نرم‌افزار تخمین ریسک که معمولاً بر اثاث چک لیست ها کار می‌کند,True,اساس,2,0.311919242143631,homophone_realword_error,اساس,اثاث
96,ایجاد مداخلات جدید و بهتر بر اثاث این نتایج با تمرکز بر مناسب سازی این مداخلات با نیازهای خاص کاربران,True,اساس,2,0.5567277669906616,homophone_realword_error,اساس,اثاث
97,کودک نشان می‌دهد که استفاده از سرگرمی‌های فناوری اطلاعات می‌تواند عادات و نحوه درست غزا خوردن را به کودکان بیاموزد,True,غذا,1,0.9935505390167236,homophone_realword_error,غذا,غزا
98,بر اثاث تحقیقات فوق و مدل‌های ارائه‌شده سیستم‌های کسب‌وکاری مانند به شرح زیر پیاده‌سازی شدند,True,اساس,2,0.7730299830436707,homophone_realword_error,اساس,اثاث
99,در مورد سادگی روش مشکل این است که محققان معمولاً بر اثاث الگوهای نژادپرستانه و تنها یک بازه زمانی بررسی را انجام داده‌اند,True,اساس,2,0.4019562602043152,homophone_realword_error,اساس,اثاث
